SETTLEMENTDATE,Price
2010/07/01 00:30:00,0.02936
2010/07/01 01:00:00,0.02926
2010/07/01 01:30:00,0.032619999999999996
2010/07/01 02:00:00,0.03189
2010/07/01 02:30:00,0.02888
2010/07/01 03:00:00,0.026969999999999997
2010/07/01 03:30:00,0.022609999999999998
2010/07/01 04:00:00,0.02271
2010/07/01 04:30:00,0.02519
2010/07/01 05:00:00,0.0255
2010/07/01 05:30:00,0.02657
2010/07/01 06:00:00,0.02535
2010/07/01 06:30:00,0.02793
2010/07/01 07:00:00,0.03083
2010/07/01 07:30:00,0.02736
2010/07/01 08:00:00,0.03473
2010/07/01 08:30:00,0.038840000000000006
2010/07/01 09:00:00,0.03492
2010/07/01 09:30:00,0.03424
2010/07/01 10:00:00,0.03565
2010/07/01 10:30:00,0.03405
2010/07/01 11:00:00,0.0303
2010/07/01 11:30:00,0.02829
2010/07/01 12:00:00,0.0255
2010/07/01 12:30:00,0.00396
2010/07/01 13:00:00,0.026350000000000002
2010/07/01 13:30:00,0.02314
2010/07/01 14:00:00,0.02469
2010/07/01 14:30:00,0.02549
2010/07/01 15:00:00,0.02551
2010/07/01 15:30:00,0.02553
2010/07/01 16:00:00,0.0255
2010/07/01 16:30:00,0.02509
2010/07/01 17:00:00,0.023030000000000002
2010/07/01 17:30:00,0.02732
2010/07/01 18:00:00,0.05274
2010/07/01 18:30:00,0.05773
2010/07/01 19:00:00,0.04079
2010/07/01 19:30:00,0.03527
2010/07/01 20:00:00,0.0345
2010/07/01 20:30:00,0.030600000000000002
2010/07/01 21:00:00,0.027530000000000002
2010/07/01 21:30:00,0.02764
2010/07/01 22:00:00,0.02546
2010/07/01 22:30:00,0.039
2010/07/01 23:00:00,0.03098
2010/07/01 23:30:00,0.02917
2010/07/02 00:00:00,0.02693
2010/07/02 00:30:00,0.02477
2010/07/02 01:00:00,0.02609
2010/07/02 01:30:00,0.02923
2010/07/02 02:00:00,0.02918
2010/07/02 02:30:00,0.027510000000000003
2010/07/02 03:00:00,0.02487
2010/07/02 03:30:00,0.02312
2010/07/02 04:00:00,0.0218
2010/07/02 04:30:00,0.02082
2010/07/02 05:00:00,0.02168
2010/07/02 05:30:00,0.02431
2010/07/02 06:00:00,0.02538
2010/07/02 06:30:00,0.02646
2010/07/02 07:00:00,0.027780000000000003
2010/07/02 07:30:00,0.02638
2010/07/02 08:00:00,0.03415
2010/07/02 08:30:00,0.03904
2010/07/02 09:00:00,0.03847
2010/07/02 09:30:00,0.044520000000000004
2010/07/02 10:00:00,0.04104
2010/07/02 10:30:00,0.04065
2010/07/02 11:00:00,0.038299999999999994
2010/07/02 11:30:00,0.034820000000000004
2010/07/02 12:00:00,0.03476
2010/07/02 12:30:00,0.03327
2010/07/02 13:00:00,0.03157
2010/07/02 13:30:00,0.03379
2010/07/02 14:00:00,0.034659999999999996
2010/07/02 14:30:00,0.032369999999999996
2010/07/02 15:00:00,0.03221
2010/07/02 15:30:00,0.03169
2010/07/02 16:00:00,0.03334
2010/07/02 16:30:00,0.02684
2010/07/02 17:00:00,0.023260000000000003
2010/07/02 17:30:00,0.03456
2010/07/02 18:00:00,0.04033
2010/07/02 18:30:00,0.040100000000000004
2010/07/02 19:00:00,0.03676
2010/07/02 19:30:00,0.03168
2010/07/02 20:00:00,0.0282
2010/07/02 20:30:00,0.02525
2010/07/02 21:00:00,0.02578
2010/07/02 21:30:00,0.0255
2010/07/02 22:00:00,0.026850000000000002
2010/07/02 22:30:00,0.04908
2010/07/02 23:00:00,0.03306
2010/07/02 23:30:00,0.033729999999999996
2010/07/03 00:00:00,0.03261
2010/07/03 00:30:00,0.03227
2010/07/03 01:00:00,0.031920000000000004
2010/07/03 01:30:00,0.03497
2010/07/03 02:00:00,0.03351
2010/07/03 02:30:00,0.02597
2010/07/03 03:00:00,0.023710000000000002
2010/07/03 03:30:00,0.023629999999999998
2010/07/03 04:00:00,0.01979
2010/07/03 04:30:00,0.023629999999999998
2010/07/03 05:00:00,0.02038
2010/07/03 05:30:00,0.02495
2010/07/03 06:00:00,0.02502
2010/07/03 06:30:00,0.02491
2010/07/03 07:00:00,0.02542
2010/07/03 07:30:00,0.02499
2010/07/03 08:00:00,0.02666
2010/07/03 08:30:00,0.03178
2010/07/03 09:00:00,0.03253
2010/07/03 09:30:00,0.036090000000000004
2010/07/03 10:00:00,0.03461
2010/07/03 10:30:00,0.03318
2010/07/03 11:00:00,0.03185
2010/07/03 11:30:00,0.0325
2010/07/03 12:00:00,0.033600000000000005
2010/07/03 12:30:00,0.032740000000000005
2010/07/03 13:00:00,0.03006
2010/07/03 13:30:00,0.02857
2010/07/03 14:00:00,0.02889
2010/07/03 14:30:00,0.02561
2010/07/03 15:00:00,0.02519
2010/07/03 15:30:00,0.0255
2010/07/03 16:00:00,0.0255
2010/07/03 16:30:00,0.027350000000000003
2010/07/03 17:00:00,0.02665
2010/07/03 17:30:00,0.030260000000000002
2010/07/03 18:00:00,0.04353
2010/07/03 18:30:00,0.047270000000000006
2010/07/03 19:00:00,0.038509999999999996
2010/07/03 19:30:00,0.030629999999999998
2010/07/03 20:00:00,0.03071
2010/07/03 20:30:00,0.03066
2010/07/03 21:00:00,0.02847
2010/07/03 21:30:00,0.02727
2010/07/03 22:00:00,0.02657
2010/07/03 22:30:00,0.032240000000000005
2010/07/03 23:00:00,0.03218
2010/07/03 23:30:00,0.03165
2010/07/04 00:00:00,0.036950000000000004
2010/07/04 00:30:00,0.03368
2010/07/04 01:00:00,0.03028
2010/07/04 01:30:00,0.02937
2010/07/04 02:00:00,0.027800000000000002
2010/07/04 02:30:00,0.02543
2010/07/04 03:00:00,0.02498
2010/07/04 03:30:00,0.024579999999999998
2010/07/04 04:00:00,0.02178
2010/07/04 04:30:00,0.020390000000000002
2010/07/04 05:00:00,0.020829999999999998
2010/07/04 05:30:00,0.021920000000000002
2010/07/04 06:00:00,0.02359
2010/07/04 06:30:00,0.02481
2010/07/04 07:00:00,0.02505
2010/07/04 07:30:00,0.023129999999999998
2010/07/04 08:00:00,0.027800000000000002
2010/07/04 08:30:00,0.02962
2010/07/04 09:00:00,0.03392
2010/07/04 09:30:00,0.03771
2010/07/04 10:00:00,0.03644
2010/07/04 10:30:00,0.03741
2010/07/04 11:00:00,0.03523
2010/07/04 11:30:00,0.03236
2010/07/04 12:00:00,0.028210000000000002
2010/07/04 12:30:00,0.027460000000000002
2010/07/04 13:00:00,0.0255
2010/07/04 13:30:00,0.0255
2010/07/04 14:00:00,0.0255
2010/07/04 14:30:00,0.0255
2010/07/04 15:00:00,0.0255
2010/07/04 15:30:00,0.0255
2010/07/04 16:00:00,0.02589
2010/07/04 16:30:00,0.02606
2010/07/04 17:00:00,0.026260000000000002
2010/07/04 17:30:00,0.03019
2010/07/04 18:00:00,0.05316
2010/07/04 18:30:00,0.06839
2010/07/04 19:00:00,0.05067
2010/07/04 19:30:00,0.03686
2010/07/04 20:00:00,0.03625
2010/07/04 20:30:00,0.0339
2010/07/04 21:00:00,0.030100000000000002
2010/07/04 21:30:00,0.02994
2010/07/04 22:00:00,0.026449999999999998
2010/07/04 22:30:00,0.027120000000000002
2010/07/04 23:00:00,0.02632
2010/07/04 23:30:00,0.02549
2010/07/05 00:00:00,0.025160000000000002
2010/07/05 00:30:00,0.0253
2010/07/05 01:00:00,0.02447
2010/07/05 01:30:00,0.02534
2010/07/05 02:00:00,0.02357
2010/07/05 02:30:00,0.023710000000000002
2010/07/05 03:00:00,0.023149999999999997
2010/07/05 03:30:00,0.02229
2010/07/05 04:00:00,0.019489999999999997
2010/07/05 04:30:00,0.01932
2010/07/05 05:00:00,0.02028
2010/07/05 05:30:00,0.024399999999999998
2010/07/05 06:00:00,0.02542
2010/07/05 06:30:00,0.02633
2010/07/05 07:00:00,0.02578
2010/07/05 07:30:00,0.025079999999999998
2010/07/05 08:00:00,0.02556
2010/07/05 08:30:00,0.02895
2010/07/05 09:00:00,0.03102
2010/07/05 09:30:00,0.03549
2010/07/05 10:00:00,0.032869999999999996
2010/07/05 10:30:00,0.03198
2010/07/05 11:00:00,0.0329
2010/07/05 11:30:00,0.028579999999999998
2010/07/05 12:00:00,0.026199999999999998
2010/07/05 12:30:00,0.028210000000000002
2010/07/05 13:00:00,0.02579
2010/07/05 13:30:00,0.02851
2010/07/05 14:00:00,0.026949999999999998
2010/07/05 14:30:00,0.02689
2010/07/05 15:00:00,0.02551
2010/07/05 15:30:00,0.02551
2010/07/05 16:00:00,0.02551
2010/07/05 16:30:00,0.02543
2010/07/05 17:00:00,0.02518
2010/07/05 17:30:00,0.02721
2010/07/05 18:00:00,0.042159999999999996
2010/07/05 18:30:00,0.0573
2010/07/05 19:00:00,0.03598
2010/07/05 19:30:00,0.02834
2010/07/05 20:00:00,0.02948
2010/07/05 20:30:00,0.02836
2010/07/05 21:00:00,0.028329999999999998
2010/07/05 21:30:00,0.027530000000000002
2010/07/05 22:00:00,0.02551
2010/07/05 22:30:00,0.03152
2010/07/05 23:00:00,0.02816
2010/07/05 23:30:00,0.028059999999999998
2010/07/06 00:00:00,0.02542
2010/07/06 00:30:00,0.02509
2010/07/06 01:00:00,0.0255
2010/07/06 01:30:00,0.027190000000000002
2010/07/06 02:00:00,0.02827
2010/07/06 02:30:00,0.02549
2010/07/06 03:00:00,0.02501
2010/07/06 03:30:00,0.02513
2010/07/06 04:00:00,0.02299
2010/07/06 04:30:00,0.024030000000000003
2010/07/06 05:00:00,0.023960000000000002
2010/07/06 05:30:00,0.025
2010/07/06 06:00:00,0.02553
2010/07/06 06:30:00,0.025160000000000002
2010/07/06 07:00:00,0.02502
2010/07/06 07:30:00,0.02487
2010/07/06 08:00:00,0.02534
2010/07/06 08:30:00,0.0265
2010/07/06 09:00:00,0.027600000000000003
2010/07/06 09:30:00,0.030199999999999998
2010/07/06 10:00:00,0.03132
2010/07/06 10:30:00,0.031120000000000002
2010/07/06 11:00:00,0.02892
2010/07/06 11:30:00,0.0272
2010/07/06 12:00:00,0.02606
2010/07/06 12:30:00,0.0252
2010/07/06 13:00:00,0.02501
2010/07/06 13:30:00,0.02526
